id,lang,text,followers_count,screen_name,friends_count,User ID,Bullying_Traces,Type,Form,Teasing,Author_Role,Emotion
104028556509716480,en,@TrickyStewart Hey!(: We Are Beliebers!(: Can YouTell BIEBER To Tweet Us!(: My Friend Has Been Bullied And Needs Cheered Up!XD,1063,RedCoatCeCe,1923,313424053,y,self-disclosure,other,n,defender,none
108467495408635904,in,Lucuuuu.. BeaTweet @Salvminerva: Kartun yg di MNC TV apa dah... Kocak amat kadal gurun di bully ama musang... :)),414,bea_alana,167,74992098,n,,,,,
104826899435491328,en,Follow-Up to ' Signs Your Child Might Be Getting Bullied' #moms #dads http://t.co/vsfXkHD #parenting #kids,5302,stopbullyingtb,5688,94912172,n,,,,,
100689407677440000,en,"WED at 8pm on #LETITBEKNOWNLIVERADIO our Discussion ""Violence among the YOUTH PT 2..... Bullying, Gang Violenc… (cont) http://deck.ly/~ZN88q",117,LetItBeKnownAKP,109,181218735,n,,,,,
102224132967636992,pt,"bullying da twitcan com a @jvdias_ e @nandaduartesa, acho palho sás coisas",482,dianamarquesg,393,68733084,n,,,,,
107231309449015297,pt,ignorar a pessoa no msn é bullying,6156,1exdrogado,1633,56272325,n,,,,,
105266785045069825,in,Heiii odah @faannn bsk ak g msk yah.. Jagain suheri yah.. Jgn smp si ijah @opiesiraru kalap buat bully suheri,506,ayayuyanthika,336,107882326,n,,,,,
104295456787533824,en,Georgetown got there asses kicked but china.. Bull got cleaned up with a chair,1291,IontSayMuch,1031,233093898,n,,,,,
106123105822449664,pt,@Lariissa_pavao VOCÊ FEZ BULLYING! KKKKKKKKKKKKKKKK,823,PriiiPereira,400,151995997,n,,,,,
103158825590329344,en,I entered an AMZN 175/165 bull put spread for September. I am looking for 195 to go further long calls.,33,Jazman0013,68,86270309,n,,,,,
100976790876602368,en,http://t.co/XHtRPSc @planetjedward anti-bullying campaign,932,soxpatch,522,87483616,n,,,,,
101677159214612480,en,Stop Bullying Ppl Old America,32,GrumpyLyon,61,322988853,n,,,,,
100994011858354176,en,Three bully vans just went past Candace's Lewisham riots are starting again lordddddd,27351,theofficialAME,762,235740563,n,,,,,
102150864604643328,pt,"orkut sofrendo um puta bullying do facebook, processa ele.",2797,vausegreys,614,59330478,n,,,,,
104075096657891329,en,@fahimsterr_ assholeeee -_- leave me alone you bully!,1084,MiMiNikoko,251,232599037,y,self-disclosure,other,n,victim,anger
109075882429259776,en,I liked a @YouTube video http://t.co/D8iiUDS Bully Cat Stuffs Cat In Box,159,sandraregina,189,15231049,n,,,,,
108042149437779970,en,"i SWEAR I HAVE THE SWEETEST BOO IN THE WORLD, WHEN WE NOT BULLYING ME &lt;3",2242,mattsboyy,795,181463343,y,self-disclosure,other,y,victim,none
104172001232568320,pt,Rebecca Black abandona escola após sofrer bullying http://t.co/l0XJuvV,256,_pophits,33,109381827,n,,,,,
109004189170016256,es,Amo que @MelCornelius sea mi pareja de hacer Bullying y planes malignos&lt;3 Te amo meli!!!!,307,Emiliadelape,246,335990854,n,,,,,
101508504812138496,en,"@rizky_yulianisa @bobyandika I can only wish the way you guys express isn't by bullying, but I really can't be picky right now. *hugs*",561,miangel29,816,51431810,y,accusation,other,n,accuser,none
106005555323211776,in,ya'apa-ya'apa? pilih bully ato L4D? hahaha @ramadhansetiadi @ItsGeryNotJerry,296,izurzuhri,403,240649584,n,,,,,
104209991644356609,in,@gabyrielariris iri kamu *udh msuk jam bully loh gab ahahaha,168,mimuts,268,97348344,n,,,,,
102196835317325825,en,"@littlecbeadles Stop Bullying !!! I LOVE YOU SO MUCH,FOLLOW ME PLASE? #yesIcan 59",376,gimmeonelasthug,1096,275784822,y,report,other,n,reporter,none
101393229194346496,pt,Rebecca Black deixa escola por bullying: 'Eles me imitavam com uma voz nasalada' ~&gt; NEM SEI POR ONDE COMEÇA A PIADA HAHHAHAHA,23695,guipangua,47,19300536,n,,,,,
101885152921260033,pt,"Tipo assim, eu ainda não joguei esse The Sims, vou sofrer bullying por isso?",928,primoBELIZIO,1730,82011558,n,,,,,
102456954470932481,en,@NadiraGandhi rip wat r u threatenin me on tha web u bully,284,El_Jefe612,279,196318040,n,,,,,
106027940524998656,en,#SleepnSync: Make sure that your child is being bullied and not just bothered in a non-recurring way. #Bullying http://ow.ly/6ajMN,367,SleepnSync,132,201245718,n,,,,,
101373421002305536,pt,agora qualquer coisa é bullying respirar é bullying viver é bullying acordar é bullying falar a verdade é bullying,928,Filiveira,27,270055397,n,,,,,
100124868628066304,en,@LordFIMM @bentleysbird @candida6 I unfollowed AvonSpurs a few days ago as believe he's  a cyber bully & a complete cock. I stand by it.,256,mashie1964,253,207145027,y,report,cyberbullying,n,reporter,none
108549768187351041,en,"i think teuk went to hit someone because someone was bullying donghae? then when they went back, manager-hyun… (cont) http://t.co/9OtXplM",47131,teukables,173,61734729,n,,,,,
108958421558112256,en,I liked a @YouTube video http://t.co/JSrbRSp Bully Cat Stuffs Cat In Box,426,rachel_tan,287,20518312,n,,,,,
105988452310462464,en,Join Elise in one hour at her new time.  Todays topic #Cyberbullying vs #Bullying for kids on the spectrum #Autism #ASD  #tck,61083,TheCoffeeKlatch,38628,103101931,n,,,,,
105790821579751427,pt,"Não é bullying se eu bater na pessoa que não para de cantar a aula inteira, né @susana_rsb !? HAHAHAHA",189,camilapeixotoo,161,165142562,n,,,,,
106800732031815680,en,America;the bully.,522,jamboriene,605,302116139,n,,,,,
103053755540447232,en,"My 6 yo son is being bullied. It's really hard to know what to do. I'm shocked that it happens this early, this young. #canofbullies",3509,pottymouthmama,1050,22076089,y,report,other,n,reporter,none
108966853661032448,en,I favorited a @YouTube video http://t.co/gwAHqri Bully Cat Stuffs Cat In Box,974,janussaint,761,14136089,n,,,,,
108734297799794688,nl,[110830/TRANS] Strong Heart - Donghae Being Bullied - vampiremochi: Awwww… Teukie hyung~~~ poor nano ~~~... http://t.co/JIAjHWj,115,Rkocenaholic23,415,160762953,n,,,,,
102570861785137152,es,"@MetelaDuroChris Cachai que estoy de mi celu e.e xdd te tengo una historia pa q me hagai bulling, el martes te la cuento,Dormire,adios :B",979,vivah4te,1466,236652028,n,,,,,
104390195901759488,es,@Nilton_Prensa @natygondiaz a mierd!!!!! jajajaja // jajajaja nos hacemos bullying mutuamente,667,nanoclips,494,53057964,n,,,,,
105992776746942464,en,http://t.co/XzO00sm Stand Up Day (stand up to bullying November 14),1470,im2b,2001,12834972,n,,,,,
101440356591210496,en,@TomTheScottish They have too many weak/small players. If they sign a big bully of a striker Drogba/Carroll style then they have a chance.,1134,GaryBroadfoot,759,85625386,n,,,,,
102433486769627136,en,@thatcountenance @Lweiting she bully me :(,246,HolaZac,227,53593788,y,self-disclosure,other,n,victim,sadness
106037183856648192,pt,"É verdade isso??  ""@bentoherculano: Criança de 13 anos acaba de suicidar-se no Marista em Natal,vítima de bullying...",173,abusinho,201,10088582,n,,,,,
108149010929434624,en,cesser l'intimidation - stop bullying.,10351,xbieberninja,4124,122826164,n,,,,,
107988354901090304,pt,ê caramba n vao deixar a Jessie J cantar mesmo ? Af bullying,287,cadamasio,85,89540428,n,,,,,
109032023129210880,pt,aposto que vou sofrer bullying depois do meu próximo tweet,354,vitoriaramosss,433,112493012,n,,,,,
108160516131799040,en,@Mkaygreene is a bully,461,JCov_,1011,224619837,y,report,other,n,reporter,none
105946088254619648,en,@Rannnny_x bully!,815,Jas5ii,499,20151008,y,accusation,other,n,accuser,anger
104181309462683649,en,@jessiejofficial Whos Laughing Now Is A Great Song The Words Describe Me I Always Get Bullied @ Skool Just Like u Was Follow And Tweet Me? 1,641,TulisaCherAndNy,1725,89790939,y,self-disclosure,other,n,victim,none
101658757964103680,en,@JusLick_Kay Quit Bullying Them,1194,JETS_GetHerWet,677,207773364,y,self-disclosure,other,n,defender,none
108658709189754881,en,"Also, wishing Nick would die from diabetes? THAT'S LOW. And then you claim to be against bullying.. Yeah right!",1369,theycallherIove,99,110786708,n,,,,,
108322149097410560,es,@marcellaandion bullying! vdd! =P,11549,JogosVorazesNet,187,325103066,n,,,,,
107258674598256640,en,My 7 year old cousin is a bully.. I guess theyre starting young..,413,ShadesOfTayy,195,201036826,y,report,other,n,reporter,none
100075342470979584,en,"Photoset: › “…he’s sensitive, people bully him, too, and he feels lonely and hasn’t got anybody to talk to,... http://tumblr.com/xxv3y1zfg7",1784,phyra_,538,98596937,n,,,,,
102994946755280896,in,"@InvisibLeGuNz @cimphunkkzz wakakaka, ini org si emg mau di bully deh. Kesian bener (??_??)\('??'? )",349,jovviii,312,133382210,n,,,,,
102513594234699776,en,"@vivjones10 haha! They're actually pictures from an anti-bullying campaign, blessem",15939,Annabel_Giles,700,228305170,n,,,,,
105477553447383040,pt,Mais um dia sofrendo bullying por causa do boné -Q,55,Davidkatsu,54,138230701,n,,,,,
101350546191028225,es,@bullysteria @HellsofHidden  Me encantó el video! Me encantó! Aaaaah! Ya les dije que me encantó!?!?! Una vez mas gracias Bully!,1136,KatieKatCW,541,217512290,n,,,,,
100348064140754944,en,Documentary about bullying of gays showing at Newbury Park community forum Aug 19th http://bit.ly/qODBSo,4752,ConejoJoe,685,17531739,n,,,,,
103656353926619137,tl,@neknokaragon 'wag ka ng mag-baon. bully-hin mo classmates mo. sang school ka?,163,jamesgempis16,503,40430822,n,,,,,
108974546152996864,en,@x_alex_taylor_x thats cool. what do you think of Immortal- they're a bunch of bully's arent they?,597,liberty8905,1031,306973756,n,,,,,
103257266811187200,en,"Then I thought he bullied me because he loved me, but he prooved I was wrong , one more time.",27,nctai,197,327761248,y,self-disclosure,other,n,victim,none
104757138236256256,en,"U all should whatch this video about bullying, and help take apart in ending it http://t.co/XVsagvI @bellathorne143",177,Slushsoup,643,90347854,n,,,,,
104763342576562176,en,"@YungPaidBlessed , He Used To Bully Yall In The Bathroom , Ll",3182,HeadHunchoNard,1366,274636968,y,accusation,other,n,accuser,none
108765071395655680,en,"This year's bully target : the shah rukh khan wannabe, @DikFerr muahahaha http://t.co/oWwfWvy",1918,danianajmi_,560,39955613,n,,,,,
102650150060703744,en,"Ruth, you're such a bword. What are you doing. You can't like Tommy. Just an hour ago, you were bullying him.",328,ericawbu,168,230070155,y,accusation,other,n,accuser,none
108391635246776322,en,@lifeofagreat1 gamestop bully,1291,PhilthyPhilly6,833,34280840,n,,,,,
105740633897050112,en,"De Gea needs to eat some pies, gonna get bullied on crosses and corners",29,paulkaye1977,62,69114202,n,,,,,
102929080126685185,pt,@FcSmiliebers vc sofres bullying,2858,ohyeahnian,581,213775109,n,,,,,
108493220312383488,en,@kieran_yates I know - so cute. Love the way he spinelessly dives in to being a bully to win the girl!,2169,Hollytorious,372,180813638,n,,,,,
106551644153593856,pt,"@LuAlone_MyLife e a escola, os seus pais, eles não fazem nada? que merda, esse bullying deveria acabar de uma vez por todas",2678,selenasblended,1173,289438678,n,,,,,
108540719953739776,pt,Acertei o guarda-chuva na cabeça do @gabazito. Pratico bullying.,466,nicknicolak,513,17234598,n,,,,,
106891532019306496,pt,"ée vo sar aqi, deixar o bully baixando..",504,Biielm2,177,304056538,n,,,,,
100279498263638016,en,@Waterfalls_Mh bully,3416,BlueMagicGrind,923,22147602,n,,,,,
101490713405038592,en,@randvalentine seriously lol how ppl tryna bully there ?? Takin lunch money or what,382,jacelumandog,400,279702272,n,,,,,
108565124180226048,en,MTV VMAs: Kevin Hart jokes he was bullied to host sans pay [Video]  http://t.co/Ec99gd6,13397,KevinHartNews,3397,193300181,n,,,,,
106030123865739265,en,[EN] Conservative MP’s Family Falls Victim to Online Bullying: http://t.co/emqbRt0,69,telecomsnewz,99,284534124,n,,,,,
104678160460820480,pt,@izasrta então era mentira KKKKKKKKKKKKKKKKKKKK to cometendo bullying com a Aline nóiz é criminoso,334,Ikekaro,259,81249556,n,,,,,
104764231760621568,in,"Sok suci, playing God, sok jago policy development, sok tajir, Bully!! #hukumtwit",640,agn1111,609,117775282,n,,,,,
100328582508855296,en,"#DeadpoolSays bullying is wrong, wait, scratch that... Bullying Is FUN!",3141,ComedicMerc,343,160143415,n,,,,,
108327402979065856,pt,@cinthiacds aposto que tropeçou no seu calcanhar(caida clássica)e que diabos um banco faz no meio do banheiro?!Isso é Bullying D: D:,335,SigbjornOlaff,1230,136084672,n,,,,,
104948590958493696,es,"@SaidCM jaja, yo solamente soy testigo del bulling.",331,RockdrigoT,696,46999928,n,,,,,
106119712626327552,pt,"@NathyHartzle, cara isso é bulling, e eu nem estou desdentada, sua vadia vendida u.u",163,sou1monstra,106,146656254,n,,,,,
108686132635648001,pt,"@carolcosta58  zoando da minha tristeza, aaaaaaaaaaaaa, para de pratica bullying!!!",495,melhemluiza,278,59239389,n,,,,,
103294560259682304,pt,Aff Amanha Tem Aula Com O Boneco Do Bully De Play  :S,33,Cristian_0026,47,225467762,n,,,,,
103429674721476608,en,Children with severe #foodallergy bullied - story in the Mail - http://t.co/q3kijVj,3820,HealthJourno,210,80415660,n,,,,,
106602848489451520,in,"Ka @WendaChiBi say ""tak perduli ku di bully masih ada twibi di sini"" hihihi.. (&gt;ˆ?ˆ)&gt;",1615,ola_febiolaa,409,233918001,n,,,,,
104310338081660928,en,""" Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.""",375,noonie_Bahrain,230,166190767,n,,,,,
106155330051903489,pt,É pedir pra sofrer bullying,550,barbaratauffner,412,93410354,n,,,,,
108921730805923840,es,En mis tiempos no existía el 'bullying'. Se llamaba carrilla y todos la aguantaban!,491,OssprO,401,48874545,n,,,,,
107987147990106112,en,Kids' bullying is an ADULT problem.  Learn more about the role adults play in Bullying Epidemic: Not Just Child's Play. Coming Sept 2011.,32,CamberleyPress,17,326990654,n,,,,,
106719245764788225,en,#LISTEN LoCgeeTA - MixTape Bully - http://t.co/ysA8SyL,441,LoCgeeTA,894,280897988,n,,,,,
107488254307205120,en,A common -MYTH- about #Bullying in schools-  ' It's just kids being kids' #education #moms #parents #dads,5302,stopbullyingtb,5688,94912172,n,,,,,
104719599265783809,en,"In the saga of the bullies: no, I won't allow your kid to bully mine in the grocery store while you watch. #mamabear",8435,scatteredmom,3983,7233652,y,self-disclosure,other,n,defender,none
108653637261209601,en,"I hate bullying commercials. I've honestly never seen bullying. Well I've seen girl bullying, but like not boy bullying.",523,scorbiholzer,351,61233101,y,report,other,n,reporter,none
106472601286742016,es,"Le dan color con los tuiteros que almorzaron con Piñera.Tanto bullying,si hubieran sido ustedes los invitados habrían ido igual. #Esonomás.",2414,NaneSanchez_,2044,215406415,n,,,,,
103004836852801536,en,[CL7] Who bully jjongie?!!! *angry* http://t.co/tZTFCbX,205,onkeyninja,12,267609506,y,report,other,n,reporter,anger
103526497096187904,pt,"@aliendeallstar @gugou complô, agora? bullying?",302,alobruno,177,30806764,n,,,,,
103926466609295361,pt,"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda"". http://t.co/D01pV9o",4513,stylsins,899,182187424,n,,,,,
106238594515079169,en,Lls im out she aint rockin thats wat im talkin bout bully,957,MrKeepHerLeakin,961,37868690,n,,,,,
105688123194867713,pt,Frio é bullying contra os solteiros. http://t.co/OuX71bt,345,ArianeUk,1845,134520892,n,,,,,
103298006077538305,en,@tearsellingboy im sorry will u stop bullying me now im having a heart attack!,94,wacist,151,141075053,y,self-disclosure,other,n,victim,none
105689722332004352,en,@LysaTerKeurst Whoa! this is the deepest truth of all - DON'T BE YOUR OWN BULLY! Truth will silence toxic thoughts & words!,204,DJHollidayMSW,448,195446536,n,,,,,
107184248636702721,pt,Filme sobre bullying produzido por alunos da Etec de Guarujá estreou hoje http://t.co/MnJfEfU,18676,paulasouzasp,288,53460469,n,,,,,
102067466276044800,en,"One day, our OCs get bullied at school. What's their reaction? @sasunarukawaii @uchimouchi @Algarich @HarunoMizuhime @michiryan",7,AG_OriFic,8,275037031,n,,,,,
107759010534531072,en,"@vickafarahdiba Tul bgt,mb..Say NO to Bullying",59,ummuroyyan,139,335263710,n,,,,,
107762666738683904,en,"@pete_zar that wasn't bullies that was a random attack :L and lol, you, bully me? don't even pretend you do :L",405,ChanandlerBongE,395,106792949,y,denial,other,n,victim,none
101301835607977985,en,She scratches and claws me when clearly there's a guy next to her that's easy to bully -__-,220,ginnimacaroni,166,118959423,n,,,,,
101335166525513728,en,i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk,845,DaneTheGreat46,871,138503909,n,,,,,
108939313525440512,pt,"@aliinebarcelos só nos bullying aqui comigo, depois quando morrem aqui na vila não sabem porque :(",135,rafael_bort,120,301137211,n,,,,,
100140283836104704,in,di bully ini.sama ka syalfa...,216,salsabilnd_,30,73545301,n,,,,,
102531310492450816,pt,"vo me meter mais nessa brincadeira de criança não, agora isso sim é BULLYING, ESTOU INDIGNADA com esse povo da terceira e segunda cia",77,millestorres,131,91012437,n,,,,,
106025454883971072,pt,@DantasRodolfo  to sofrendo um bullying agora que é o do meu amigo não me ligar mais e nem me chamar pra canto nenhum sabe? :/,520,00bruno,152,57778752,n,,,,,
103969264553299969,en,This sat Club Gravity! 'Bedroom Bully' Music by Hot 97 & Power 105.1 Everyone free before 12  http://t.co/vw1RueY ;..,366,BKHOTTESTEVENTS,1019,279188342,n,,,,,
108417769673981952,en,"What is this I hear about cyber-bullying. #GrammarNAZIs, tell your leader Alphabet Hitler that his days of #evildoing are numbered!!!",147,SuperKan_,223,348971776,n,,,,,
108125147986276352,en,"@HilzFuld i disagree again- naked women is not a form of protest against bullying, its cheap.",2219,skjask,1383,18627452,n,,,,,
108019090748215296,pt,"Tão fazendo bullying com a Katy E com o Lil Wayne? Amigo, quer confusão comigo é só pedir! hehe",577,PHMarum,1530,35069027,n,,,,,
103301172403769344,es,"@lucciiernaga7 si, jajajajajajja plan macabro jajajajajja y le hariamos bullying @MonicaLuck",196,carlozz_g,255,72675900,n,,,,,
108636558881599489,en,"The 64 was the school bully with its crude graceless blocky graphics, the Speccy the beautiful underdog with its charming colour clash.",189,EGOutsideTheBox,129,297529823,n,,,,,
108494744417611776,en,The Article Bully Domination System – Grab Your Copy TODAY! http://t.co/AbvR1OE,590,jobsinonline,809,56054309,n,,,,,
101794103318159360,es,“@mejorenfa/milia: para reportar sobre casos de bullying al 55335533 o sms5533 http://t.co/q9aJL48”// @dannapaola ya llamaste?!,6179,alfredovzq,77,181385179,n,,,,,
101005489915166722,en,@Richdolarz keep comin at @AYEVERB  so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good,1240,AmronF50,917,226218665,n,,,,,
105450066923364352,pt,"Todo mundo sofreu bullying, tem homem grávido, teve gente que foi abusada sexualmente, gente que ressuscitou... http://t.co/nR86lZS",87,Jalvesr,90,104721830,n,,,,,
100648745603043329,pt,"até a maria da CAE me chama de indiano, sofro bullying demais HAUHAUHAUHAUHAUAHAUHAUHAUAH",245,thaleshteixeira,196,156734144,n,,,,,
101008486179160064,en,@dannysuarez20 awwww bully... don't let that bring you down!:/,211,AhungryZOMBIIE,114,153284292,n,,,,,
100659773472653312,pt,"o novo clipe da Jessie J, Who's Laughing Now, será o #4 single do Who You Are, como música é sobre Bulling, o clip http://twitpic.com/633ekt",290,gustavomagno,293,53960019,n,,,,,
108513703422468096,pt,"#Denunciar_é_combater!Lute contra bullying,violência,assédio e abuso sexual Infanto-juvenil. #quebreosilêncio",1384,ClaudiaBelloMd,1964,149664572,n,,,,,
104182282394402816,pt,"@pradoilha se vir pro cfv,vai voltar a sofrer bullying.",372,renatosmanio,282,104360733,n,,,,,
101384670347931648,en,Today was waaay better but got bullied by my lockers but no big deal....,602,Um_Shaniaa,684,301155538,y,self-disclosure,other,n,victim,none
105174196212084736,in,"inget wktu plg dr depok kmaren, ad anak SMA lg ngelabrak di stasiun. HELLOOOOWWW hare gene masih maen bully??? it's so two thousand and old!",495,micaymi,418,41054131,n,,,,,
102219441806376961,en,I strongly dislike people who think they can bully people just because they are different.,372,Neelamb_chops,160,172776701,n,,,,,
107177093162483713,en,"when I see someone being bullied I stick up for them anyway, let alone ast, I would literally beat the shit outta that mother fucker.",993,bethanypriddy,494,127625761,n,,,,,
101896705531838464,es,"@felipeastorga mi primo se llama igual que él xD nunca lo había pensado,desde hoy le haré bullying! (?)",2040,incubolica,1933,43397255,n,,,,,
109103477866762240,es,Un poco de bullying en la odontoma,1731,_sergio_araya_,1380,75077357,n,,,,,
105124970711105539,en,"@DemiSelenaArmy @TheDLNation @mrDdlovato I was never really bullied by other kids, but I had to deal with simi… (cont) http://t.co/ump5IpO",1551,DevotedLovatic,254,172149255,n,,,,,
107083900584603648,en,@KabThaDon bro i listen to numbers every morning real bully issh,3982,RyanxTaylor,797,124852884,n,,,,,
102743711582142464,pt,@RodrigoToller_ @20matarcom1tiro se ele colocou minha ft no twitpic me autorizou a cometer bullying Lei nº 930138978947324,723,0800bisthaci,229,148416317,n,,,,,
