TXT_Name,age:,city:,country:,post_body:,post_id:,sex:,thread_title:,thread_topics:,user_name:,Label
1017167_MS_11986_1017167.txt,83, Australian Capital Territory, AU, if you cannot support yourself then mayb you need to becom part of someth bigger or serioulsi chang how you do thing. if howev you ar talk about small pacif island nation basic be drown due to the activit of larger power richer countri then ye. as for micron. . you onli have what you can defend. long live princ leonard. http group. myspac.com huttriv,MS_11986_33491698, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Mazi,0
1017167_MS_11986_1017167.txt,29, Jakarta, ID, of cour the larger nation ar not respon for the smaller nation. howev that doe not mean it is moral justifi to oblit them either .,MS_11986_33491954, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Indonesia Putih,0
1017167_MS_11986_1017167.txt,28, CALIFORNIA, US, no becau then those smaller nation ar just satellit state of the bigger nation. the problem with the erod soverignti and poverti of these nation come from the bigger nation interf ie colonalist period under dutch and british to the current i amf wb global not from exerci their own soverignti .,MS_11986_33492275, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", SuburbanWhiteBoy,0
1017167_MS_11986_1017167.txt,29, Jakarta, ID, so ... africa asia and the america were all richer befor the evil european came along right thei were more develop had better medicin ect. right their problem is over breed and corrupt .,MS_11986_33492539, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Indonesia Putih,0
1017167_MS_11986_1017167.txt,24, This is where Santa-Claus spends summer, NO, agr,MS_11986_33496632, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Ari ×?×¨×?,0
1017167_MS_11986_1017167.txt,20, MONROE, US, america canada s. africa new zealand austrailia singapor among other rich nation were all coloni and came out just fine blame europ is a poor excu. if the countri europ had conquer were more unit in the first place then europ could not have taken them. china and japan were strong unit countri so europ never conquer them. it is onli when china began to fractur that europ wa abl to get into it,MS_11986_33501558, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Ben,0
1017167_MS_11986_1017167.txt,51, lawrence, US, usual the larger nation ar onli respon for the smaller on if the smaller on have resourc the larger nation want. then the larger nation help the smaller nation manag their resourc. voila - birth of the third world .,MS_11986_33526813, F, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", caroline,0
1017167_MS_11986_1017167.txt,20, Farmers Branch, US, of cour larg countri have respon and their responsibilityi to be respon. as human we all have fundament moral. forexampl if ani human is walk down the street and he see a starvingchild with a littl bit of food in hi hand he mai help the child but what is for sure is that he wo not steal the littl bit of food fromth starv child. no human would do thi except that we do. we dobecau we ar unawar of the fact that we ar do so. so for examplein thi countri it the poor that ar alwai get the short end ofth stick and in the world it richer nation exploit the poor onesand that is been the order for 2500 year now .,MS_11986_33533178, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Shawn Daddy,0
1017167_MS_11986_1017167.txt,79, Paris, FR, i will tell you why. as long as there ar peopl who ar ignor about histori watch more tv than thei read book and regurgit what thei see or hear in the mainstream media .there will alwai be more ' violenc ' real or i amagin in ' africa ' now than coloni ti am. just my observ. . 1. africa is a contin not a countri. 2. try research how much ' violenc ' wa in ' africa ' befor the european. then you can compar it to the neo coloni epoch. 3. then research how much ' violenc ' wa in ' africa ' dure the coloni period. if that too much to ask you can alwai try googl .,MS_11986_33564563, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Dessalines,0
1017167_MS_11986_1017167.txt,51, lawrence, US, white boi ha been do hi homework .,MS_11986_33580685, F, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", caroline,0
1017167_MS_11986_1017167.txt,24, This is where Santa-Claus spends summer, NO, the coloni ruler left africa with extrem high polit instabl as well as mani seed of corrupt and unjust franchi. with africa be on of the richest if not the richest contin on the planet the valu of human life also plung accordingli with the rise of lust for power .,MS_11986_33587818, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Ari Ã?Ã?Â¨Ã?â?¢,0
1017167_MS_11986_1017167.txt,24, This is where Santa-Claus spends summer, NO, surviv of the fittest eh i would like op to be clearer on what nation is actual in question. if it is mere nation that cannot support themselv at all have larger nation support them make them mere satelit-state. larger nation tend to ask eachoth for aid in variou form especi dure ti am of crisi so it is onli natur that small fish seek big fish for assist .,MS_11986_33587906, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Ari Ã?Ã?Â¨Ã?â?¢,0
1017167_MS_11986_1017167.txt,29, Jakarta, ID, africa ha alwai been violent. it wa the birth of the empir and slaveri. nubia introduc slaveri to the middl east and the fall of the nubian empir gave rise to the egyptian. the onli thing the west is guilti of is develop quicker. if the countri europ had conquer were more unit in the first place then europ could not have taken them. china and japan were strong unit countri so europ never conquer them. it is onli when china began to fractur that europ wa abl to get into it china ha never been unit. modern china is as close as it ha ever been to be unit. japan wa onli unit for a few brief period of ti am. it had noth to do with how unifi thei were. it had to do with us have gun and ship and them not .,MS_11986_33588977, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Indonesia Putih,0
1017167_MS_11986_1017167.txt,25, E8, UK, no larger nation ar not respon for global upkeep i like america and american but i wish you gui would stop forc your cultur and wai of life on nation that ar noth like yourselv ' democraci ' in the us sen of the word doesnt and ca not work in africa for exampl the societi there is far too differ as well it is so disappoint to go to sai a pacif island somewh total remot and thei ar all eat american stuff and listen to justin ti amberlak realli ruin a journei and no i am not sai thei should all pranc around in loincloth either,MS_11986_33594527, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Ade,0
1017167_MS_11986_1017167.txt,29, OKLAHOMA CITY, US, ad why ca not democraci work i do think some countri in africa ar ill suit to democraci particularli due to the terribl if nonexist public educ system. i think an educ public is a prerequisit to a success democraci. even so not even the you. s. is a democraci. we were found as a constitut republ which is veri si amilar to the parli amentari system you enjoi in the uk. go back to when the you. s. wa young you mai recal that sufferag wa not extend to all peopl. it wa li amit to those who were white male had reach a certain ag and own land. in other word the right to vote wa li amit to those peopl who were more like to be educ. recal the you. s. due to british mercantil wa still an agrarian economi at the outset so the educ class wa essenti li amit to farmer. would a us uk style govern work in an i ampoverish nation such as liberia i do not realli think it would. could some sort of constitut republ which extend sufferag to onli those who would be educ enough to make the right deci for the countri be set up i think it is possibl. so long as the govern's power is ulti amat check by the peopl the govern presid over i think democraci can get along. must larger countri be respon for smaller on i think that is a judgement call. i think we all valu differ thing. i think the question boil down to what you think a nation ought to be. i think what a nation is stem from tribal. if you go back far enough all of our ancestor were onc part of tribe - group of individu who live for the benefit of the collect and who benefit from their associ thereto. nation ar mere extent of tribal in my mind. our loyalti is to our state or sovereign. we expect quit reason to benefit from that associ as well. now that i have defin that relationship i think the next step is a littl tricki and that is realli what thi thread is all about. what is the respon of a state sovereign toward other state sovereign absent some sort of a treati-base relationship such as nato or the un or the eu where the sovereign state ha usual made the determin that the protect of it own citizen or subject is best serv by assum the duti and care and protect role as to other sovereign state i think there is no such duti or respon. the world can be and realli is a nasti place and ulti amat we ar all in it for our own surviv. there will alwai be have and have not. hopefulli your state sovereign is do everyth it can to make it citizen and subject have. i do not bui the human argument. i think it is dreadfulli si amplist. we cannot and should not assum respon for those who ar citizen and subject of other sovereign unless there is someth in it for us such as monei or secur. our western nation were onc plagu with mani of the same problem that the third world face right now. look at western europ in the 18 th centuri. look at the you. s. over the 19 th centuri. starvat and corrupt were veri real thing. we did not look toward some extra-nation bodi to solv our problem for us. we had our civil war our massiv polit movement our bastil dai and we grew into what we ar todai. perhap the problem with these other nation is that thei ar too depend on the more power nation for help. it is si amplist to sai but i think these nation have to look inward for solut befor look outward. i think thei need to assembl the sort of nation will and strength that the more develop nation had to come up with in order to becom what thei ar todai. until that happen foreign aid will continu to be the equivel of throw monei down a hole .,MS_11986_33599992, M, Are larger nations responsible for smaller one," News & Politics, InternationalPolitics", Kevin,0
1022702_MS_316_1022702.txt,20, SOLANA BEACH, US, uhh yeah i know the titl is lame but i still love plai hacki and i am sure you do too,MS_316_7994135, M, hacky to the sac," Campus Life, General", noah,0
1022702_MS_316_1022702.txt,28, otter lake, US, hell yeah dude that shit is cool ...but not too mani peopl ar playin it anymor. when i got hit by a car a few year back i wa hurt pretti bad for a while and hack wa my rehab .,MS_316_7998864, M, hacky to the sac," Campus Life, General", deuss,0
1046058_MS_5461_1046058.txt,28, LOS ANGELES, US, where i live ha becom a propo site for a potenti new high school in my neighborhood 1 of 3 site which ar ar not just bad from our the commun's perspect but also from the neighbor high school that is suppo to be help by make thi new school. seriou i am yet to meet anyon who think that put anoth high school within 2 block for on site a site where we have been wait for year to get some retail store in we pretti much have to go to our neighbor commun to get everyth. should not we be allow to sink our monei into out commun or 4-5 block my site which is also a flood zone and at the base of veri big hill and a elem. school closebi i ca not see how thei think it would be a good combin to put teen driver on these hill from anoth high school on that is notori for school violenc and problem and high tension as thei like to sai . even the princip for that school sai it would be commun suicid .. . i have a strong feel it is go to end up be us against lausd. we ar go to reject all 3 propo there realli is not ani more than lazi logic behind the site that were propo we will be petit and send out search group but i know that there is probabl much much more that can be done. ani suggest idea link thought anyth is most greatli appreci thank you,MS_5461_8241693, F, fighting laus," Campus Life, General", kori,0
1046058_MS_5461_1046058.txt,28, LOS ANGELES, US, ummmm ... thank you anyth el anyon el,MS_5461_8297898, F, fighting laus," Campus Life, General", kori,0
1046058_MS_5461_1046058.txt,22, Quincy, US, a last resort ...find a se offend and get them to move into the area for the propo school. j k go befor the school board and try to find a more attract spot for them to build the school keep in mind land that would place the school kinda that center of attent would be most appeal. if you want i can look up zone law i am a law enforc major and i am great at research .,MS_5461_8306237, M, fighting laus," Campus Life, General", Andy,0
1046058_MS_5461_1046058.txt,21, OCEANSIDE, US, bummer - have a high school next to your hou is go to be a pain ... i mean with the busier traffic school bell etc ... your properti valu should increa within ' the next few year ... mayb ya can sell your hou and move somewh countri-wise ... peac and quiet ... haha .,MS_5461_8325873, M, fighting laus," Campus Life, General", I A N,0
1046058_MS_5461_1046058.txt,28, LOS ANGELES, US, well it would not be next my hou ... my hou would not exist anymor ... the valu would defin increa in such a wai hat in a few year it would make what on would get from thi a rip-off. the wai that the valu ha been increa in our particular area ha been unbeliev .,MS_5461_8371798, F, fighting laus," Campus Life, General", kori,0
1046713_MS_7002_1046713.txt,101, CALABASAS / LOS ANGELES, US, ga protest hei everyon do not froget not to bui ga on mai 1 st tell everon you know as most of you ar well awar thi mondai mai 1 st billion of peopl will gather in all us citi from coast to coast to march and mobil for ga price justic. i know sever of you attend the last ralli and march but few of us would like to formal organ everyon to attend thi mondai's march and make our presenc and support known. the organ ar ask that particip wear white as a unifi color of peac. sinc everon doesnt have a sign it would be cool if a few peopl could volunt to make on. sinc it might be rain that dai it would be a good idea to make do not bui ga sign on cloth as oppo to paper. doe anyon have access to materi to make the banner and who can help in addit feel free to make your own poster and sign. let us get the ball roll and keep your ey and ear open regard what ti am we could meet on mondai to join in on thi nationwid dai of action. togeth we can make our voic heard,MS_7002_8248141, M, Hey Everyone! DONT FROGET NOT TO BUY GAS ON MAY1st TELL EVERONE YOU KNOW!!," Campus Life, General", Dj Audacity,0
1046713_MS_7002_1046713.txt,23, Toledo, US, i absolut agr with thi. howev i do not think enough peopl will do it to actual make a big i ampact .,MS_7002_8248499, M, Hey Everyone! DONT FROGET NOT TO BUY GAS ON MAY1st TELL EVERONE YOU KNOW!!," Campus Life, General", Chris,0
1046713_MS_7002_1046713.txt,26, ORLANDO, US, that protest is complet pointless - like ted said you will have to fill your car tomorrow or the dai after anywai so it make absouletli no differ. thei wo not sell you the ga on the 1 st becau you ar protest whoopti fuck doo but then thei will sell it to you on the 3 th or 4 th when you run out ... great accomplish. the onli thing you will accomplish that wai is give somebodi a good laugh ... if you will be rali peopl up at least do it for someth meanin .,MS_7002_8270590, M, Hey Everyone! DONT FROGET NOT TO BUY GAS ON MAY1st TELL EVERONE YOU KNOW!!," Campus Life, General", Obry,0
1046713_MS_7002_1046713.txt,20, Toronto, CA, what the hell thei do not lose monei actual thei gain monei ... so when you think thi is go to negativlei affect the oil market then you my firend ar complet blunderhead. the oil compani run on demand if thei have a surplu then that mean the quantiti of oil increa right that mean that ga compani ar abl to lower there price becau of the excess ga. then all that ga is quickli us up as driver see the price is drop lead again to anoth increa of oil as demand increa ...rise the price again ... so if you think thi is a good idea becau ga market will lose monei then your def. wrong. in fact thei ar gain monei .,MS_7002_8278438, M, Hey Everyone! DONT FROGET NOT TO BUY GAS ON MAY1st TELL EVERONE YOU KNOW!!," Campus Life, General", Daniel,0
1046713_MS_7002_1046713.txt,29, Mankato, US, wow why do not you just invest in oil. it a win win situat. if ga goe down in price then you will pai less at the pump but you would lose a littl in the market but if the price continu to go up you would be make it up with your invest. plu even if you get everyon to not bui fuel on on dai it would just mean that thei would record record sale the dai after it happen. also as for blame bush who ha more sai on the price of our fuel price presid bush or the nymex. also everi decad there is a ti am when the price of ga go wai up. guess what it ha alwai gone back down wow i could go on and on like refineri look up when the last ti am we built a new on wa and how mani we have built in the last 10 year cost of ga in europ drill for oil in anwar i think that is how you spell it and other. there is no realli good answer and ani answer everyon will like look like it will just be someth that we all get to deal with and someth to talk about sam i am,MS_7002_8281879, M, Hey Everyone! DONT FROGET NOT TO BUY GAS ON MAY1st TELL EVERONE YOU KNOW!!," Campus Life, General"," I'm a swing dancer, not a wife swapper!!!",0
1054815_MS_5037_1054815.txt,24, Caldwell, US, while i am a veri avid hunter it is attitud like your that give all hunter in gener a bad name. comment like dumb ass ani amal give the anti's fuel for the fire and give hunter a neg i amag that could on dai help shut down our wai of life. all i am sai is think about what you sai befor you sai it .,MS_5037_8334916, M, Do you like to hunt," Campus Life, General", Houn' Dawgn',0
1054815_MS_5037_1054815.txt,24, Caldwell, US, sweet that some good shootin ' . sinc you do the whole competit thing and know alot about accuraci what is the better calib for accuraci and distanc between a .223 and a 22-250 i have a .223 for ground squirrel and badger but i have heard better thing about the 22-250. thought about upgrad but i figur there wa not that much of a differ in the smaller calib. also have you done much with the .17 remington alwai want on but i do not know anybodi that actual ha shot on. i have onli read about them in magazin .,MS_5037_8391930, M, Do you like to hunt," Campus Life, General", Houn' Dawgn',0
1080144_MS_3565_1080144.txt,27, Willoughby, US, you make on. bui the machin the dmv ha somewh and make it yourself .,MS_3565_8622518, F, fake i.d.'," Campus Life, General", Bonne,0
1080144_MS_3565_1080144.txt,21,717, US, by a machin somewh that alot of help ... hei if you have an older friend or sibl who look like you get there old i. d .,MS_3565_8631594, M, fake i.d.'," Campus Life, General", Joliet Jake Blues,0
1080144_MS_3565_1080144.txt,22, Pomona, US, make friend with someon who work at the dmv thei can give you an id with a typo on it make you 21 .,MS_3565_8637306, M, fake i.d.'," Campus Life, General", thermal,0
1080144_MS_3565_1080144.txt,28, LIBERTYVILLE, US, if you know someon that onli a few year older then you and 21 just us there ss card and birth certif that work and it alot easier then make a fake id or bui on. anyon ever think of that,MS_3565_8651421, M, fake i.d.'," Campus Life, General", Swoop187,0
1080144_MS_3565_1080144.txt,21, NUNYA [ nunya busiiness], US, dang that pretti smart ha i never thought of that lol,MS_3565_8651968, F, fake i.d.'," Campus Life, General", [SiCK.FuCk] â??phan$yâ??,0
1080144_MS_3565_1080144.txt,28, LIBERTYVILLE, US, yea you just gotta make sure that you do not get arrest with the id becau if you do you can get the real person in troubl .,MS_3565_8652373, M, fake i.d.'," Campus Life, General", Swoop187,0
1080144_MS_3565_1080144.txt,23, Louisville, US, go down to the bar scene next saturdai with 50 . catch some teenag leav for home and offer to bui an id from on of them. you can probabl bui on for less if the dude is drunk as hell. it realli doe not even have to look like you at all. most ga station clerk never look at the pictur. just bui beer from place where teenag and ghetto peopl ar work thei ar the most like peopl to not care if your id is fake. if the pictur is wai off you wo not be abl to go to club or liquor store becau thei ar much more strict about check id,MS_3565_8657717, M, fake i.d.'," Campus Life, General", Tim,0
1080144_MS_3565_1080144.txt,23, Louisville, US, wait ... your in california i thought that you gui have bar code on your id that get scan whenev bui alcohol at least that what i'v heard. you might want to go look for an out of state id. well anywai i know a lot about fake id so feel free to messag me if you want to know more .,MS_3565_8657793, M, fake i.d.'," Campus Life, General", Tim,0
1081431_MS_3735_1081431.txt,21, NUNYA [ nunya busiiness], US, center send me a messag or just repli back on here if you have ani question,MS_3735_8635914, F, Party at my house on May 20th :," Campus Life, General", [SiCK.FuCk] â??phan$yâ??,0
1081431_MS_3735_1081431.txt,22, SLATE HILL, US, wish i live in california seem like you know how to throw on hell of a parti .,MS_3735_8646633, M, Party at my house on May 20th :," Campus Life, General", Joe,0
1081431_MS_3735_1081431.txt,21, NUNYA [ nunya busiiness], US, center of cour iiv had 3 other at my hou befor prolli about 300-400 peopl then when the 5 patrol uniit came thei saiid thei had 40 complaiint my miilf mom went out there and gave them a shiit load of food so you see a griip of cop siittiin on my curb eati liik nacho or somethi then thei us our bathroom so the partii never get broken up ii fiind beer bottl for liik 3 month afterward even iin the shower haha ii do not wanna know then ii just spent 300 on keg todai and 400 on a dj but the parti ii gunna b dankkk haha ii am rambl on but iit gunna b fun promii,MS_3735_8647911, F, Party at my house on May 20th :," Campus Life, General", [SiCK.FuCk] â??phan$yâ??,0
1081431_MS_3735_1081431.txt,25," You wish,", US, i like parti . ..,MS_3735_8649666, F, Party at my house on May 20th :," Campus Life, General", Michelle:-),0
1081431_MS_3735_1081431.txt,31, LAS CRUCES, US, i wish i could go there we be part,MS_3735_8649736, M, Party at my house on May 20th :," Campus Life, General", martin,0
1081431_MS_3735_1081431.txt,18, none, US, that sound tite i will suppli the booz . ..,MS_3735_8697637, M, Party at my house on May 20th :," Campus Life, General", _QpidRed_(revised),0
1084292_MS_4855_1084292.txt,34, Pennsylvania, US, look for helper to sell candl with me. either as an associ or distributor. let me know if you mai be interest. thank,MS_4855_8670700, F, Summer job opening," Campus Life, General", Nicole,0
1084292_MS_4855_1084292.txt,22, Chicago, US,,MS_4855_8677031, F, Summer job opening," Campus Life, General", â?¥ Marina â?¥,0
109558_MS_799_109558.txt,23, Sault Ste Marie, US, that is becau most of them ar over 30,MS_799_549752, M, community college sucks," Campus Life, General", george,0
109558_MS_799_109558.txt,23, winchester, US, yup that is pretti much why it suck. well the colleg i go to all the class ar mainli at night which suck. i hate have a class from 6 30 to 9 15 night .,MS_799_549764, F, community college sucks," Campus Life, General", Torshanda is a bad word...,0
109558_MS_799_109558.txt,26, Burlington, US, commun colleg is amaz. unfortunatli that realiz usual come in retrospect. ye most of the student ar older but think how nervou thei must be go back to school. it is just harder for them to social. most of the kid there ar piss off ' cau thei ar go to cc and not a real school so thei ar try to figur out what the hell thei ar gonna do with themselv. the best part of cc is the fact that the teacher ar usual profess who want to be there. there is noth wor than these uppiti bastard who ar there for the killer salari. i went from cc to univ and i wish i could go back good luck it will be over soon anywai,MS_799_551425, F, community college sucks," Campus Life, General", curry,0
109558_MS_799_109558.txt,23, baldwin park, US, iono which commun colleg your go to but at pcc the peopl ar nice. but thing do go kinda slow .,MS_799_551610, M, community college sucks," Campus Life, General", lester,0
109558_MS_799_109558.txt,22, Glassboro, US, that how i feel well i am still in my cc but it great. all my friend ar there and the peopl who onc disrespec me in high school ar now good friend. besid in nj cc is free for kid who do well and i do well. you all should push that on your governor you might enjoi the csah break .,MS_799_552867, F, community college sucks," Campus Life, General", vicki,0
109558_MS_799_109558.txt,26," Oak Ridge <b style=""display:none;"">", US, thi is quit true,MS_799_556382, M, community college sucks," Campus Life, General", loupsgaroux,0
109558_MS_799_109558.txt,23, winchester, US, that is why i am at a commun colleg. it is the price ar outrag. lucki my commun colleg is attatch with uni. or kentucki so i am kinda get the feel or what uk will be like .,MS_799_556708, F, community college sucks," Campus Life, General", Torshanda is a bad word...,0
109558_MS_799_109558.txt,22, Gresham, US, i am go to mt hood commun colleg and i like the peopl there ...there hardli ani old peopl. .lol anywai i like it .,MS_799_561917, F, community college sucks," Campus Life, General", Meg!!,0
109558_MS_799_109558.txt,23, Pittsburgh, UZ, i realli wish that i would have start out at commun colleg. i am at a univ right now and am have troubl decid what i want to do or even major in or even find a right area to major in right now i just major in flounder i think cc would have been better at least it would be cheap .,MS_799_575241, M, community college sucks," Campus Life, General", Manos Dingrod's Return to Horror High,0
109558_MS_799_109558.txt,27, Brokeback Mountain, US, yeah it doe suck ...but while everybodi el's mommi and daddi ar pai for their 4 year you ar get a good educ for an afford price. who care we ar all go to graduat get a job we hate die and becom worm food eventu anywai just drink procreat and die happi .,MS_799_585482, M, community college sucks," Campus Life, General", James,0
109558_MS_799_109558.txt,26, New Jersey, US, i go to a commun colleg. i like my school on of my best friend from highschool goe with me. but even if she did not i still would enjoi it. and i actual enjoi the variati of peopl. i get along better with the ' old ' peopl thei have their act togeth so i wo not be wast my ti am try to get an assig done ...thei ar reliabl fun to talk to. you can get a new perspect in life. besid commun colleg it is cheaper smaller class which mean your professor will actual rememb your name you should take advantag of the smaller ratio of student for class and get your monei worth if you ask question and particip in your class .,MS_799_614839, F, community college sucks," Campus Life, General", Amor â?¥ Solo yo controlo el clima de mi vida. â?¥,0
109558_MS_799_109558.txt,25, Arleta, US, haha ...same here. school seem so busi in the morn ...then after noon hit peopl run off to their job or whatev el thei have goin on ...then that when everyth get sooo slow and bore. ehh and there a 51 yr old gui that wa in my class befor that would hit on me ...i shudder at the thought of older peopl flirt with me haha ...i run and hide when i see that gui . ..,MS_799_615606, F, community college sucks," Campus Life, General", Beverly,0
109558_MS_799_109558.txt,24, Springfield, US, the onli problem with the local commun colleg i have is that it is the same peopl in high school who do not seem to know how to grow up. otherwi i realli have no complaint about v. c. though i will be at pvcc in phoenix start next semest. that should be interest to sai the least .,MS_799_616481, M, community college sucks," Campus Life, General", Ian,0
109558_MS_799_109558.txt,25, KANSAS CITY, US, i guess it depend on the school but i like my cc but i am sick of school in gener i am so close to be done which is the main reason i have not drop out .,MS_799_635943, M, community college sucks," Campus Life, General", Nate the great,0
109558_MS_799_109558.txt,23, Santa Cruz, US, i agr ...it suck most def .,MS_799_636899, F, community college sucks," Campus Life, General", Hellica,0
109558_MS_799_109558.txt,23, Mobile, US, i agr i got to a commun colleg and it easi but i am have troubl realli make friend. it is realli slow. i ca not wait until i transfer although i have two more year becau of baseb .,MS_799_637773, M, community college sucks," Campus Life, General", Todd,0
109558_MS_799_109558.txt,23, City of Industrial Pimpage, US, you gui make it seem like it is walk off a fuckin plank. i for on am enjoi my stint at the commun colleg. i will admit it is hell but you can schedul class around ur shedul instead of have to take the onli gov't class at 3 o clock on thursdai .,MS_799_637893, M, community college sucks," Campus Life, General", Ã¢Ë?â? aniel,0
